Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
Albany,Weekly,"2019-01-07 00:00:00",Conventional,0.921801566,111277.47,3541.90,95713.80,149.31,10904.73,0.00,0.00,0.00,967.73
Albany,Weekly,"2019-01-13 00:00:00",Conventional,0.906561129,115663.46,2920.69,101796.05,181.26,10072.66,0.00,0.00,0.00,692.81
Albany,Weekly,"2019-01-20 00:00:00",Conventional,0.998831048,146107.67,4322.20,123402.11,179.63,17223.11,0.00,0.00,0.00,980.61
Albany,Weekly,"2019-01-27 00:00:00",Conventional,1.052065122,80297.47,3380.41,64018.59,210.82,11065.69,0.00,0.00,0.00,1621.96
Albany,Weekly,"2019-02-03 00:00:00",Conventional,0.798757561,186952.91,4371.56,169578.61,357.67,11217.30,0.00,0.00,0.00,1427.77
Albany,Weekly,"2019-02-10 00:00:00",Conventional,0.882870237,109116.23,4769.70,91719.84,158.76,11024.20,0.00,0.00,0.00,1443.73
Albany,Weekly,"2019-02-17 00:00:00",Conventional,1.039362128,93261.92,4653.38,76693.32,219.24,10975.71,0.00,0.00,0.00,720.26
Albany,Weekly,"2019-02-24 00:00:00",Conventional,0.880905745,114022.18,3766.89,98810.45,200.67,9638.35,0.00,0.00,0.00,1605.82
Albany,Weekly,"2019-03-03 00:00:00",Conventional,1.080489770,95694.77,3949.87,79013.49,231.53,10868.92,0.00,0.00,0.00,1630.97
Albany,Weekly,"2019-03-10 00:00:00",Conventional,0.821932997,157968.18,3668.23,143421.21,244.83,10022.00,0.00,0.00,0.00,611.91
Albany,Weekly,"2019-03-17 00:00:00",Conventional,1.049817661,95303.66,3858.18,75480.68,230.91,15336.03,0.00,0.00,0.00,397.87
Albany,Weekly,"2019-03-24 00:00:00",Conventional,0.909840811,138460.47,3989.66,121152.81,192.78,12607.55,0.00,0.00,0.00,517.66
Albany,Weekly,"2019-03-31 00:00:00",Conventional,1.044839841,99901.10,3637.65,77480.03,219.00,18272.37,0.00,0.00,0.00,292.05
Albany,Weekly,"2019-04-07 00:00:00",Conventional,0.839517566,145373.38,4795.70,126467.50,285.88,13593.42,0.00,0.00,0.00,230.87
Albany,Weekly,"2019-04-14 00:00:00",Conventional,1.132011896,88281.25,3954.36,71422.96,241.82,12536.90,0.00,0.00,0.00,125.20
Albany,Weekly,"2019-04-21 00:00:00",Conventional,1.475811756,94805.51,3476.38,77648.98,310.40,13260.47,0.00,0.00,0.00,109.29
Albany,Weekly,"2019-04-28 00:00:00",Conventional,1.542950896,79953.06,3706.59,64053.03,257.29,11807.40,0.00,0.00,0.00,128.76
Albany,Weekly,"2019-05-05 00:00:00",Conventional,1.229378195,151104.57,5051.53,133086.54,389.74,12238.69,0.00,0.00,0.00,338.07
Albany,Weekly,"2019-05-12 00:00:00",Conventional,1.491083581,107711.42,4303.06,89501.34,234.52,13469.99,0.00,0.00,0.00,202.51
Albany,Weekly,"2019-05-19 00:00:00",Conventional,1.636085987,120344.14,3327.48,102539.21,259.88,13467.28,0.00,0.00,0.00,750.29
Albany,Weekly,"2019-05-26 00:00:00",Conventional,1.605431935,108192.36,4441.07,89867.69,246.18,12850.96,0.00,0.00,0.00,786.46
Albany,Weekly,"2019-06-02 00:00:00",Conventional,1.604726281,101317.05,3149.09,83967.41,265.54,13673.91,0.00,0.00,0.00,261.10
Albany,Weekly,"2019-06-09 00:00:00",Conventional,1.653283495,142479.52,4717.88,122078.74,204.56,13352.56,0.00,0.00,0.00,2125.78
Albany,Weekly,"2019-06-16 00:00:00",Conventional,1.325531453,129268.16,3475.63,111891.35,199.17,12145.80,0.00,0.00,0.00,1556.21
Albany,Weekly,"2019-06-23 00:00:00",Conventional,1.581455480,121184.28,2891.30,100711.65,388.03,13634.40,0.00,0.00,0.00,3558.90
Albany,Weekly,"2019-06-30 00:00:00",Conventional,1.505042065,100888.62,2843.69,76888.37,416.47,17444.93,0.00,0.00,0.00,3295.16
Albany,Weekly,"2019-07-07 00:00:00",Conventional,1.557649926,105531.44,3010.46,84225.74,304.18,14848.41,0.00,0.00,0.00,3142.65
Albany,Weekly,"2019-07-14 00:00:00",Conventional,1.525633873,100463.81,2930.69,83146.04,262.13,11305.58,0.00,0.00,0.00,2819.37
Albany,Weekly,"2019-07-21 00:00:00",Conventional,1.571836356,92779.96,2915.18,76354.33,291.03,11747.85,0.00,0.00,0.00,1471.56
Albany,Weekly,"2019-07-28 00:00:00",Conventional,1.653728266,86019.56,3606.50,68036.82,491.07,11722.18,0.00,0.00,0.00,2163.00
Albany,Weekly,"2019-08-04 00:00:00",Conventional,1.603503504,87358.89,3852.67,68837.50,457.97,11864.00,0.00,0.00,0.00,2346.75
Albany,Weekly,"2019-08-11 00:00:00",Conventional,1.533176947,91043.36,3947.66,70014.90,1840.78,13188.86,0.00,0.00,0.00,2051.16
Albany,Weekly,"2019-08-18 00:00:00",Conventional,1.437172984,100921.16,8506.19,76919.06,548.01,12006.35,0.00,0.00,0.00,2941.56
Albany,Weekly,"2019-08-25 00:00:00",Conventional,1.340949267,91924.84,9320.25,70245.62,466.90,10721.86,0.00,0.00,0.00,1170.22
Albany,Weekly,"2019-09-01 00:00:00",Conventional,1.471590963,99262.47,8469.95,78311.92,355.73,10502.13,0.00,0.00,0.00,1622.76
Albany,Weekly,"2019-09-08 00:00:00",Conventional,1.479116149,97455.83,7771.21,72540.53,431.23,14241.64,0.00,0.00,0.00,2471.21
Albany,Weekly,"2019-09-15 00:00:00",Conventional,1.560548123,104200.57,6070.98,87328.63,140.70,9060.69,0.00,0.00,0.00,1599.57
Albany,Weekly,"2019-09-22 00:00:00",Conventional,1.335099247,86962.97,4704.22,71034.96,149.48,9312.52,0.00,0.00,0.00,1761.79
Albany,Weekly,"2019-09-29 00:00:00",Conventional,1.363350506,141190.07,4024.37,124930.82,110.10,8591.66,0.00,0.00,0.00,3533.12
Albany,Weekly,"2019-10-06 00:00:00",Conventional,1.242837471,102576.53,4549.18,82626.49,95.60,13354.75,0.00,0.00,0.00,1950.50
Albany,Weekly,"2019-10-13 00:00:00",Conventional,1.452822810,86564.48,4186.33,70525.35,98.36,8528.30,0.00,0.00,0.00,3226.14
Albany,Weekly,"2019-10-20 00:00:00",Conventional,1.287874788,100855.38,4059.89,84433.87,118.98,9182.76,0.00,0.00,0.00,3059.88
Albany,Weekly,"2019-10-27 00:00:00",Conventional,1.351592831,108087.68,3526.98,90577.01,105.29,9331.31,0.00,0.00,0.00,4547.08
Albany,Weekly,"2019-11-03 00:00:00",Conventional,1.224583196,78202.43,2959.73,61674.16,117.73,9054.39,0.00,0.00,0.00,4396.42
Albany,Weekly,"2019-11-10 00:00:00",Conventional,1.200986894,92291.92,4006.11,76136.08,87.89,8930.21,0.00,0.00,0.00,3131.63
Albany,Weekly,"2019-11-17 00:00:00",Conventional,1.172488461,124046.50,4070.80,107364.27,129.70,8640.02,0.00,0.00,0.00,3841.71
Albany,Weekly,"2019-11-24 00:00:00",Conventional,1.174363573,82650.15,3578.93,64966.03,130.63,9779.30,0.00,0.00,0.00,4195.26
Albany,Weekly,"2019-12-01 00:00:00",Conventional,1.197096142,77929.47,2906.60,60240.10,78.29,11204.90,0.00,0.00,0.00,3499.58
Albany,Weekly,"2019-12-08 00:00:00",Conventional,1.227088386,102088.76,3234.81,83319.83,130.29,10043.45,0.00,0.00,0.00,5360.38
Albany,Weekly,"2019-12-15 00:00:00",Conventional,1.092785027,103030.79,3682.52,82520.47,146.55,10916.11,0.00,0.00,0.00,5765.13
Albany,Weekly,"2019-12-22 00:00:00",Conventional,1.247479424,99288.35,3263.76,80378.48,122.21,9383.00,0.00,0.00,0.00,6140.90
Albany,Weekly,"2019-12-29 00:00:00",Conventional,1.075807150,96724.38,2771.29,79619.53,172.83,9407.78,0.00,0.00,0.00,4752.95
Atlanta,Weekly,"2019-01-07 00:00:00",Conventional,0.953243075,728914.46,347480.36,33920.65,3280.28,83374.62,0.00,0.00,0.00,260858.56
Atlanta,Weekly,"2019-01-13 00:00:00",Conventional,0.939336770,753538.69,353448.91,31571.24,4541.22,83131.47,0.00,0.00,0.00,280845.85
Atlanta,Weekly,"2019-01-20 00:00:00",Conventional,0.940535140,751480.57,337495.73,31417.06,3767.14,111875.10,0.00,0.00,0.00,266925.54
Atlanta,Weekly,"2019-01-27 00:00:00",Conventional,0.966406642,725320.98,336255.05,33343.00,3558.75,119191.57,0.00,0.00,0.00,232972.60
Atlanta,Weekly,"2019-02-03 00:00:00",Conventional,0.878309124,891758.52,416981.67,33467.05,5559.86,117399.90,0.00,0.00,0.00,318350.05
Atlanta,Weekly,"2019-02-10 00:00:00",Conventional,0.868660220,721238.18,330949.73,26861.52,3381.83,92970.04,0.00,0.00,0.00,267075.07
Atlanta,Weekly,"2019-02-17 00:00:00",Conventional,0.916503698,682729.33,296422.91,26231.24,2714.20,95606.18,0.00,0.00,0.00,261754.80
Atlanta,Weekly,"2019-02-24 00:00:00",Conventional,0.977590855,634325.09,275867.23,26491.29,2894.26,109152.41,0.00,0.00,0.00,219919.90
Atlanta,Weekly,"2019-03-03 00:00:00",Conventional,0.999936571,674800.33,324227.60,31208.11,2615.63,118252.94,0.00,0.00,0.00,198496.05
Atlanta,Weekly,"2019-03-10 00:00:00",Conventional,0.975189978,675025.75,285438.24,25661.31,2893.44,127660.18,0.00,0.00,0.00,233372.58
Atlanta,Weekly,"2019-03-17 00:00:00",Conventional,0.953870074,738089.71,338955.80,33819.33,2603.18,120202.38,0.00,0.00,0.00,242509.03
Atlanta,Weekly,"2019-03-24 00:00:00",Conventional,1.036907654,614469.22,268536.62,27576.21,2624.50,125629.94,0.00,0.00,0.00,190101.96
Atlanta,Weekly,"2019-03-31 00:00:00",Conventional,1.006506017,647002.92,304606.00,28462.64,2574.45,116589.36,0.00,0.00,0.00,194770.48
Atlanta,Weekly,"2019-04-07 00:00:00",Conventional,0.999977918,677251.42,294184.86,24187.48,2971.57,107260.17,0.00,0.00,0.00,248647.32
Atlanta,Weekly,"2019-04-14 00:00:00",Conventional,1.064229354,702352.82,287584.82,24472.81,2770.19,95958.06,0.00,0.00,0.00,291566.94
Atlanta,Weekly,"2019-04-21 00:00:00",Conventional,1.253293499,580903.43,235056.02,27515.18,2517.04,104896.96,0.00,0.00,0.00,210918.22
Atlanta,Weekly,"2019-04-28 00:00:00",Conventional,1.346842835,540841.82,237050.56,24824.21,3810.37,96072.00,0.00,0.00,0.00,179084.68
Atlanta,Weekly,"2019-05-05 00:00:00",Conventional,1.217623934,761720.47,315859.64,27564.71,4322.81,105039.31,0.00,0.00,0.00,308934.01
Atlanta,Weekly,"2019-05-12 00:00:00",Conventional,1.207456455,648511.33,282653.19,24398.25,3031.91,104821.19,0.00,0.00,0.00,233606.79
Atlanta,Weekly,"2019-05-19 00:00:00",Conventional,1.273426212,566698.55,243449.82,26086.45,3302.17,107292.04,0.00,0.00,0.00,186568.08
Atlanta,Weekly,"2019-05-26 00:00:00",Conventional,1.234486853,619592.84,276045.81,27411.93,2761.01,109196.29,0.00,0.00,0.00,204177.79
Atlanta,Weekly,"2019-06-02 00:00:00",Conventional,1.088661964,706783.81,287050.99,25211.17,3173.50,100373.73,0.00,0.00,0.00,290974.42
Atlanta,Weekly,"2019-06-09 00:00:00",Conventional,1.105597247,681095.41,295333.71,25115.44,2510.72,100865.80,0.00,0.00,0.00,257269.74
Atlanta,Weekly,"2019-06-16 00:00:00",Conventional,1.243542772,604359.04,265922.39,23613.10,2473.52,99795.12,0.00,0.00,0.00,212554.92
Atlanta,Weekly,"2019-06-23 00:00:00",Conventional,1.303583196,594258.27,290545.28,24351.68,2456.82,112534.74,0.00,0.00,0.00,164369.75
Atlanta,Weekly,"2019-06-30 00:00:00",Conventional,1.312392284,609140.16,257209.68,21364.80,2463.70,128008.67,0.00,0.00,0.00,200093.31
Atlanta,Weekly,"2019-07-07 00:00:00",Conventional,1.354492124,622715.54,284920.56,25711.29,2396.64,119697.43,0.00,0.00,0.00,189989.62
Atlanta,Weekly,"2019-07-14 00:00:00",Conventional,1.382100400,562005.85,235021.60,23859.47,2249.01,131393.04,0.00,0.00,0.00,169482.73
Atlanta,Weekly,"2019-07-21 00:00:00",Conventional,1.436340901,541490.35,217572.01,22988.84,2416.06,110137.52,0.00,0.00,0.00,188375.92
Atlanta,Weekly,"2019-07-28 00:00:00",Conventional,1.429623023,530315.13,211055.82,20897.08,2368.16,103808.21,0.00,0.00,0.00,192185.86
Atlanta,Weekly,"2019-08-04 00:00:00",Conventional,1.354063842,580103.83,231631.40,22542.42,2525.38,113817.38,0.00,0.00,0.00,209587.26
Atlanta,Weekly,"2019-08-11 00:00:00",Conventional,1.302578953,564959.99,213197.52,22498.15,2384.51,127189.45,0.00,0.00,0.00,199690.36
Atlanta,Weekly,"2019-08-18 00:00:00",Conventional,1.285052142,583062.21,223913.12,21467.49,2039.52,125473.60,0.00,0.00,0.00,210168.48
Atlanta,Weekly,"2019-08-25 00:00:00",Conventional,1.248584316,621590.06,237308.01,22524.71,2076.22,118920.33,0.00,0.00,0.00,240760.80
Atlanta,Weekly,"2019-09-01 00:00:00",Conventional,1.120419390,670321.10,249225.98,20283.59,1893.85,130893.71,0.00,0.00,0.00,268023.96
Atlanta,Weekly,"2019-09-08 00:00:00",Conventional,1.132249584,644849.76,265568.81,22849.61,2151.62,110275.45,0.00,0.00,0.00,244004.28
Atlanta,Weekly,"2019-09-15 00:00:00",Conventional,1.224030933,615628.01,271488.48,23755.23,2045.20,91265.02,0.00,0.00,0.00,227074.08
Atlanta,Weekly,"2019-09-22 00:00:00",Conventional,1.211891196,612765.70,238127.96,46544.10,1764.26,106990.01,0.00,0.00,0.00,219339.37
Atlanta,Weekly,"2019-09-29 00:00:00",Conventional,1.202171289,623785.23,216354.13,73627.87,1722.76,104819.75,0.00,0.00,0.00,227260.73
Atlanta,Weekly,"2019-10-06 00:00:00",Conventional,1.074874802,690907.60,229672.17,84706.82,1854.10,109623.53,0.00,0.00,0.00,265050.96
Atlanta,Weekly,"2019-10-13 00:00:00",Conventional,1.123974720,608310.53,220491.27,45498.55,1591.75,105802.15,0.00,0.00,0.00,234926.81
Atlanta,Weekly,"2019-10-20 00:00:00",Conventional,1.053240717,608645.77,234019.88,34750.43,1681.63,105835.84,0.00,0.00,0.00,232357.99
Atlanta,Weekly,"2019-10-27 00:00:00",Conventional,0.952336452,666771.20,254423.17,31457.74,1682.99,92818.22,0.00,0.00,0.00,286389.09
Atlanta,Weekly,"2019-11-03 00:00:00",Conventional,0.988137260,632379.96,252138.83,29285.72,1691.40,97723.32,0.00,0.00,0.00,251540.70
Atlanta,Weekly,"2019-11-10 00:00:00",Conventional,1.106133990,576217.65,235668.23,27175.19,1721.01,104321.08,0.00,0.00,0.00,207332.14
Atlanta,Weekly,"2019-11-17 00:00:00",Conventional,1.006923903,616064.27,249660.74,27084.66,1670.53,96350.59,0.00,0.00,0.00,241297.76
Atlanta,Weekly,"2019-11-24 00:00:00",Conventional,0.990587767,550465.63,210888.21,23462.93,1598.73,110080.53,0.00,0.00,0.00,204435.23
Atlanta,Weekly,"2019-12-01 00:00:00",Conventional,1.033920531,500128.14,200455.23,22469.60,1183.80,103112.75,0.00,0.00,0.00,172906.76
Atlanta,Weekly,"2019-12-08 00:00:00",Conventional,1.050683298,577422.76,257600.22,25930.70,1525.86,95249.23,0.00,0.00,0.00,197116.75
Atlanta,Weekly,"2019-12-15 00:00:00",Conventional,1.017840490,552774.97,243002.72,23426.47,1530.86,89660.23,0.00,0.00,0.00,195154.69
Atlanta,Weekly,"2019-12-22 00:00:00",Conventional,1.032862331,525261.33,232448.28,24021.88,1489.47,87144.00,0.00,0.00,0.00,180157.70
Atlanta,Weekly,"2019-12-29 00:00:00",Conventional,0.986676238,557515.17,245992.42,23581.08,1267.02,77407.41,0.00,0.00,0.00,209267.25
Baltimore/Washington,Weekly,"2019-01-07 00:00:00",Conventional,1.381834602,805564.57,91612.65,477451.45,7764.87,218167.35,0.00,0.00,0.00,10568.24
Baltimore/Washington,Weekly,"2019-01-13 00:00:00",Conventional,1.408329032,835322.68,129020.58,454924.83,10258.44,227751.74,0.00,0.00,0.00,13367.08
Baltimore/Washington,Weekly,"2019-01-20 00:00:00",Conventional,1.345350750,871220.33,107632.58,437312.17,7803.92,302879.71,0.00,0.00,0.00,15591.95
Baltimore/Washington,Weekly,"2019-01-27 00:00:00",Conventional,1.255976006,906613.88,104595.85,563157.53,8389.21,213029.09,0.00,0.00,0.00,17442.21
Baltimore/Washington,Weekly,"2019-02-03 00:00:00",Conventional,1.211949422,1035433.10,151388.32,548781.21,13442.08,303984.18,0.00,0.00,0.00,17837.31
Baltimore/Washington,Weekly,"2019-02-10 00:00:00",Conventional,1.208455599,921135.53,114265.37,570672.49,9118.05,213896.95,0.00,0.00,0.00,13182.67
Baltimore/Washington,Weekly,"2019-02-17 00:00:00",Conventional,1.319409171,776564.54,103676.65,445547.96,10021.90,204664.67,0.00,0.00,0.00,12653.36
Baltimore/Washington,Weekly,"2019-02-24 00:00:00",Conventional,1.243534435,863626.66,103326.01,537642.19,8617.40,195522.62,0.00,0.00,0.00,18518.44
Baltimore/Washington,Weekly,"2019-03-03 00:00:00",Conventional,1.417152272,791759.16,103179.10,436414.26,9334.90,225462.95,0.00,0.00,0.00,17367.95
Baltimore/Washington,Weekly,"2019-03-10 00:00:00",Conventional,1.310378920,855023.25,95961.63,499964.85,10476.44,234708.91,0.00,0.00,0.00,13911.42
Baltimore/Washington,Weekly,"2019-03-17 00:00:00",Conventional,1.266191201,897338.85,103531.15,454342.08,8078.98,317117.80,0.00,0.00,0.00,14268.84
Baltimore/Washington,Weekly,"2019-03-24 00:00:00",Conventional,1.335285464,888136.58,146603.35,452964.54,9407.10,262031.23,0.00,0.00,0.00,17130.36
Baltimore/Washington,Weekly,"2019-03-31 00:00:00",Conventional,1.255490008,924728.16,97750.31,400957.79,8565.98,399761.69,0.00,0.00,0.00,17692.39
Baltimore/Washington,Weekly,"2019-04-07 00:00:00",Conventional,1.355304532,903185.62,100007.22,423348.03,9075.07,354699.25,0.00,0.00,0.00,16056.05
Baltimore/Washington,Weekly,"2019-04-14 00:00:00",Conventional,1.330715032,882813.20,104143.52,505851.75,7706.28,253594.11,0.00,0.00,0.00,11517.54
Baltimore/Washington,Weekly,"2019-04-21 00:00:00",Conventional,1.613518564,788988.08,93179.47,394846.95,8687.65,280436.38,0.00,0.00,0.00,11837.63
Baltimore/Washington,Weekly,"2019-04-28 00:00:00",Conventional,1.610699536,789413.69,91981.72,399514.78,10452.71,274405.07,0.00,0.00,0.00,13059.41
Baltimore/Washington,Weekly,"2019-05-05 00:00:00",Conventional,1.401130376,1074346.12,125395.98,499295.10,11444.06,423325.04,0.00,0.00,0.00,14885.94
Baltimore/Washington,Weekly,"2019-05-12 00:00:00",Conventional,1.381367058,981851.78,102334.59,614175.87,8625.91,241989.56,0.00,0.00,0.00,14725.84
Baltimore/Washington,Weekly,"2019-05-19 00:00:00",Conventional,1.586980361,836226.12,105234.39,443208.83,9342.00,262313.21,0.00,0.00,0.00,16127.69
Baltimore/Washington,Weekly,"2019-05-26 00:00:00",Conventional,1.651977047,823733.33,86028.45,456081.82,9662.12,257910.82,0.00,0.00,0.00,14050.12
Baltimore/Washington,Weekly,"2019-06-02 00:00:00",Conventional,1.570782885,859792.33,116262.26,465808.01,9703.01,258697.45,0.00,0.00,0.00,9321.60
Baltimore/Washington,Weekly,"2019-06-09 00:00:00",Conventional,1.579890980,821901.23,112775.80,427414.93,8975.66,256903.12,0.00,0.00,0.00,15831.72
Baltimore/Washington,Weekly,"2019-06-16 00:00:00",Conventional,1.619454361,762453.25,88309.41,404350.69,9951.47,246226.67,0.00,0.00,0.00,13615.00
Baltimore/Washington,Weekly,"2019-06-23 00:00:00",Conventional,1.596305344,779145.67,89174.36,393844.09,9086.03,267942.27,0.00,0.00,0.00,19098.92
Baltimore/Washington,Weekly,"2019-06-30 00:00:00",Conventional,1.626163607,766296.53,77163.62,396340.72,9286.13,263864.67,0.00,0.00,0.00,19641.38
Baltimore/Washington,Weekly,"2019-07-07 00:00:00",Conventional,1.637155079,827301.45,84247.30,459699.13,8559.44,257767.28,0.00,0.00,0.00,17028.29
Baltimore/Washington,Weekly,"2019-07-14 00:00:00",Conventional,1.640863051,783902.02,97301.32,398850.53,8184.29,262238.15,0.00,0.00,0.00,17327.74
Baltimore/Washington,Weekly,"2019-07-21 00:00:00",Conventional,1.655716314,751253.01,86504.34,400615.58,8136.16,238868.15,0.00,0.00,0.00,17128.78
Baltimore/Washington,Weekly,"2019-07-28 00:00:00",Conventional,1.645692049,718749.77,86426.74,372533.88,9445.65,226979.97,0.00,0.00,0.00,23363.52
Baltimore/Washington,Weekly,"2019-08-04 00:00:00",Conventional,1.597206066,747220.88,79355.54,407003.63,10570.98,229020.10,0.00,0.00,0.00,21270.63
Baltimore/Washington,Weekly,"2019-08-11 00:00:00",Conventional,1.391591113,830722.80,86913.52,487006.69,9194.67,226062.58,0.00,0.00,0.00,21545.34
Baltimore/Washington,Weekly,"2019-08-18 00:00:00",Conventional,1.641292308,726859.78,84032.09,396619.25,10029.91,211246.81,0.00,0.00,0.00,24931.72
Baltimore/Washington,Weekly,"2019-08-25 00:00:00",Conventional,1.609004074,731806.34,96273.97,400196.34,12882.41,199310.62,0.00,0.00,0.00,23142.99
Baltimore/Washington,Weekly,"2019-09-01 00:00:00",Conventional,1.318024809,913838.29,88491.70,522572.60,8356.99,268725.16,0.00,0.00,0.00,25691.83
Baltimore/Washington,Weekly,"2019-09-08 00:00:00",Conventional,1.520227890,807192.97,86789.23,406220.75,7779.72,278829.10,0.00,0.00,0.00,27574.18
Baltimore/Washington,Weekly,"2019-09-15 00:00:00",Conventional,1.544180340,729227.44,78036.01,379902.58,7080.49,228245.07,0.00,0.00,0.00,35963.29
Baltimore/Washington,Weekly,"2019-09-22 00:00:00",Conventional,1.573804477,715230.47,90892.99,382126.37,6771.44,202705.09,0.00,0.00,0.00,32734.58
Baltimore/Washington,Weekly,"2019-09-29 00:00:00",Conventional,1.493096803,719421.99,83445.07,388611.91,6120.52,187213.96,0.00,0.00,0.00,54030.53
Baltimore/Washington,Weekly,"2019-10-06 00:00:00",Conventional,1.508774096,711217.02,77243.24,365297.20,6381.38,215651.06,0.00,0.00,0.00,46644.15
Baltimore/Washington,Weekly,"2019-10-13 00:00:00",Conventional,1.413453961,742542.35,98080.79,345726.63,6281.34,238182.60,0.00,0.00,0.00,54270.99
Baltimore/Washington,Weekly,"2019-10-20 00:00:00",Conventional,1.469820207,679500.61,71870.04,340576.34,4160.84,218996.67,0.00,0.00,0.00,43896.72
Baltimore/Washington,Weekly,"2019-10-27 00:00:00",Conventional,1.355577392,742076.63,99596.36,335574.93,4736.85,238094.54,0.00,0.00,0.00,64073.95
Baltimore/Washington,Weekly,"2019-11-03 00:00:00",Conventional,1.411186789,670976.76,77843.55,304512.55,4090.38,219776.16,0.00,0.00,0.00,64754.12
Baltimore/Washington,Weekly,"2019-11-10 00:00:00",Conventional,1.364621901,691087.82,75040.25,315131.56,3883.96,228611.56,0.00,0.00,0.00,68420.49
Baltimore/Washington,Weekly,"2019-11-17 00:00:00",Conventional,1.355396549,684682.83,80456.45,323691.34,3750.67,207723.92,0.00,0.00,0.00,69060.44
Baltimore/Washington,Weekly,"2019-11-24 00:00:00",Conventional,1.340115164,671610.99,72458.78,311390.79,3084.74,219918.81,0.00,0.00,0.00,64757.86
Baltimore/Washington,Weekly,"2019-12-01 00:00:00",Conventional,1.361237696,591334.53,70779.05,258073.29,2793.18,205903.17,0.00,0.00,0.00,53785.84
Baltimore/Washington,Weekly,"2019-12-08 00:00:00",Conventional,1.332729257,669821.96,83379.57,298128.32,3551.22,221980.81,0.00,0.00,0.00,62782.05
Baltimore/Washington,Weekly,"2019-12-15 00:00:00",Conventional,1.373603248,695865.18,75012.53,339484.66,3514.61,223635.46,0.00,0.00,0.00,54217.92
Baltimore/Washington,Weekly,"2019-12-22 00:00:00",Conventional,1.363025767,652538.19,77152.89,294449.57,3401.79,219528.26,0.00,0.00,0.00,58005.69
Baltimore/Washington,Weekly,"2019-12-29 00:00:00",Conventional,1.247337088,678620.37,87442.71,307791.05,2689.24,199436.92,0.00,0.00,0.00,81260.45
Birmingham/Montgomery,Weekly,"2019-01-07 00:00:00",Conventional,1.030217146,314636.40,198981.29,9849.50,1880.76,51200.55,0.00,0.00,0.00,52724.30
Birmingham/Montgomery,Weekly,"2019-01-13 00:00:00",Conventional,0.982446683,331251.22,199861.90,10300.04,2623.32,57712.12,0.00,0.00,0.00,60753.84
Birmingham/Montgomery,Weekly,"2019-01-20 00:00:00",Conventional,0.992400739,326951.84,187799.89,9615.05,2200.74,67855.49,0.00,0.00,0.00,59480.66
Birmingham/Montgomery,Weekly,"2019-01-27 00:00:00",Conventional,0.979464818,345481.89,201946.64,10308.08,2350.61,63305.61,0.00,0.00,0.00,67570.96
Birmingham/Montgomery,Weekly,"2019-02-03 00:00:00",Conventional,0.908766315,401557.72,244806.75,11712.86,3754.11,61945.58,0.00,0.00,0.00,79338.42
Birmingham/Montgomery,Weekly,"2019-02-10 00:00:00",Conventional,0.899636840,322772.80,194587.26,10444.67,2373.14,49415.27,0.00,0.00,0.00,65952.46
Birmingham/Montgomery,Weekly,"2019-02-17 00:00:00",Conventional,0.943910088,302485.47,180626.97,7835.05,1867.70,45502.34,0.00,0.00,0.00,66653.42
Birmingham/Montgomery,Weekly,"2019-02-24 00:00:00",Conventional,1.027071293,274563.13,166237.91,7033.42,1768.49,52171.15,0.00,0.00,0.00,47352.16
Birmingham/Montgomery,Weekly,"2019-03-03 00:00:00",Conventional,0.958821521,328097.27,203783.69,9058.12,1739.83,55144.46,0.00,0.00,0.00,58371.16
Birmingham/Montgomery,Weekly,"2019-03-10 00:00:00",Conventional,0.985285306,297797.97,181613.68,6821.01,1588.54,59409.38,0.00,0.00,0.00,48365.37
Birmingham/Montgomery,Weekly,"2019-03-17 00:00:00",Conventional,0.917201703,333189.40,208343.77,8432.79,1565.58,52654.33,0.00,0.00,0.00,62192.93
Birmingham/Montgomery,Weekly,"2019-03-24 00:00:00",Conventional,0.999166535,290947.42,179118.38,6946.41,1831.88,53026.00,0.00,0.00,0.00,50024.75
Birmingham/Montgomery,Weekly,"2019-03-31 00:00:00",Conventional,0.932089301,341657.46,216878.97,9546.29,1618.57,52898.24,0.00,0.00,0.00,60715.39
Birmingham/Montgomery,Weekly,"2019-04-07 00:00:00",Conventional,0.947935396,318470.15,199570.74,8072.35,2114.91,53624.69,0.00,0.00,0.00,55087.46
Birmingham/Montgomery,Weekly,"2019-04-14 00:00:00",Conventional,1.097635582,307802.32,191240.16,7954.12,1732.54,48634.53,0.00,0.00,0.00,58240.96
Birmingham/Montgomery,Weekly,"2019-04-21 00:00:00",Conventional,1.257195813,272574.34,169587.06,7241.68,1490.63,51171.07,0.00,0.00,0.00,43083.90
Birmingham/Montgomery,Weekly,"2019-04-28 00:00:00",Conventional,1.295324719,268538.80,169266.75,7181.58,1865.43,47004.17,0.00,0.00,0.00,43220.88
Birmingham/Montgomery,Weekly,"2019-05-05 00:00:00",Conventional,1.264342741,343635.78,211594.60,7934.09,2394.63,49959.36,0.00,0.00,0.00,71753.09
Birmingham/Montgomery,Weekly,"2019-05-12 00:00:00",Conventional,1.169129173,298370.04,192812.66,6471.85,1862.30,54415.92,0.00,0.00,0.00,42807.31
Birmingham/Montgomery,Weekly,"2019-05-19 00:00:00",Conventional,1.203660137,283277.94,172976.05,6265.49,1730.06,56736.24,0.00,0.00,0.00,45570.10
