Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
Midsouth,Weekly,"2019-06-09 00:00:00",Conventional,1.286045549,3468454.43,1155788.14,822262.38,27917.40,854603.11,0.00,0.00,0.00,607883.40
Midsouth,Weekly,"2019-06-16 00:00:00",Conventional,1.468104104,3054414.23,930871.00,788581.40,29879.82,854481.95,0.00,0.00,0.00,450600.06
Midsouth,Weekly,"2019-06-23 00:00:00",Conventional,1.503296130,3035999.88,911815.87,791677.10,27123.30,891985.68,0.00,0.00,0.00,413397.94
Midsouth,Weekly,"2019-06-30 00:00:00",Conventional,1.502268632,3065001.64,874246.32,819997.79,29054.33,860569.98,0.00,0.00,0.00,481133.22
Midsouth,Weekly,"2019-07-07 00:00:00",Conventional,1.521142217,3221577.53,924658.62,922099.36,29618.38,869186.50,0.00,0.00,0.00,476014.67
Midsouth,Weekly,"2019-07-14 00:00:00",Conventional,1.542245057,2929710.63,815094.85,793737.76,28362.21,895983.07,0.00,0.00,0.00,396532.74
Midsouth,Weekly,"2019-07-21 00:00:00",Conventional,1.562150908,2835451.59,791836.44,788816.01,27841.84,827790.20,0.00,0.00,0.00,399167.09
Midsouth,Weekly,"2019-07-28 00:00:00",Conventional,1.557732417,2779012.18,817507.68,755209.18,29129.45,787570.66,0.00,0.00,0.00,389595.21
Midsouth,Weekly,"2019-08-04 00:00:00",Conventional,1.511511230,2895543.99,807897.44,800242.71,29818.30,815780.26,0.00,0.00,0.00,441805.28
Midsouth,Weekly,"2019-08-11 00:00:00",Conventional,1.402871425,3102640.38,828469.80,909855.04,28505.02,828959.71,0.00,0.00,0.00,506850.80
Midsouth,Weekly,"2019-08-18 00:00:00",Conventional,1.428336078,3035121.34,905072.31,807359.44,29005.68,786025.33,0.00,0.00,0.00,507658.58
Midsouth,Weekly,"2019-08-25 00:00:00",Conventional,1.342415918,3155709.58,1037365.27,837284.52,31557.62,759373.27,0.00,0.00,0.00,490128.91
Midsouth,Weekly,"2019-09-01 00:00:00",Conventional,1.271933631,3346651.74,913322.74,949969.85,26673.40,889536.33,0.00,0.00,0.00,567149.42
Midsouth,Weekly,"2019-09-08 00:00:00",Conventional,1.309412087,3216680.27,1005939.31,817359.84,24912.93,805145.60,0.00,0.00,0.00,563322.60
Midsouth,Weekly,"2019-09-15 00:00:00",Conventional,1.382793869,2897132.73,845514.62,756854.02,23789.83,750507.35,0.00,0.00,0.00,520466.90
Midsouth,Weekly,"2019-09-22 00:00:00",Conventional,1.382362430,2856476.23,819007.06,779335.45,24396.34,738827.13,0.00,0.00,0.00,494910.25
Midsouth,Weekly,"2019-09-29 00:00:00",Conventional,1.345591520,2948706.40,806640.28,812043.97,23430.55,705755.93,0.00,0.00,0.00,600835.67
Midsouth,Weekly,"2019-10-06 00:00:00",Conventional,1.277379998,3094519.98,826701.86,816213.18,24239.58,763455.13,0.00,0.00,0.00,663910.24
Midsouth,Weekly,"2019-10-13 00:00:00",Conventional,1.240401453,2959626.58,878990.16,740651.55,24037.95,734430.46,0.00,0.00,0.00,581516.46
Midsouth,Weekly,"2019-10-20 00:00:00",Conventional,1.265352988,2703181.70,728089.09,684197.64,15417.02,733053.72,0.00,0.00,0.00,542424.23
Midsouth,Weekly,"2019-10-27 00:00:00",Conventional,1.118738836,3145402.60,916430.07,687328.77,15344.32,797843.07,0.00,0.00,0.00,728456.38
Midsouth,Weekly,"2019-11-03 00:00:00",Conventional,1.197497574,2755242.18,796576.25,613089.49,13377.17,726849.11,0.00,0.00,0.00,605350.15
Midsouth,Weekly,"2019-11-10 00:00:00",Conventional,1.209564907,2722637.17,762532.98,626644.44,13139.17,753036.99,0.00,0.00,0.00,567283.60
Midsouth,Weekly,"2019-11-17 00:00:00",Conventional,1.113482015,2918588.83,869018.78,653435.24,12836.86,706577.43,0.00,0.00,0.00,676720.52
Midsouth,Weekly,"2019-11-24 00:00:00",Conventional,1.159124791,2637823.60,747315.67,608008.18,10883.52,715181.03,0.00,0.00,0.00,556435.20
Midsouth,Weekly,"2019-12-01 00:00:00",Conventional,1.195655286,2316199.50,686848.78,524978.59,10528.12,676104.98,0.00,0.00,0.00,417739.03
Midsouth,Weekly,"2019-12-08 00:00:00",Conventional,1.133384090,2768760.46,854346.99,614275.64,12867.74,747653.47,0.00,0.00,0.00,539616.61
Midsouth,Weekly,"2019-12-15 00:00:00",Conventional,1.171231007,2629846.40,761278.26,620608.46,12295.10,711309.00,0.00,0.00,0.00,524355.59
Midsouth,Weekly,"2019-12-22 00:00:00",Conventional,1.157612977,2588452.76,761016.00,608527.11,12008.03,702584.62,0.00,0.00,0.00,504316.99
Midsouth,Weekly,"2019-12-29 00:00:00",Conventional,1.020236879,2861040.33,901429.21,654987.45,10298.39,690301.71,0.00,0.00,0.00,604023.56
Northeast,Weekly,"2019-01-07 00:00:00",Conventional,1.323335118,4638696.54,237596.98,3267167.23,16224.25,1066109.06,0.00,0.00,0.00,51599.02
Northeast,Weekly,"2019-01-13 00:00:00",Conventional,1.213356350,5033625.91,227335.01,3512272.33,24839.12,1210081.07,0.00,0.00,0.00,59098.37
Northeast,Weekly,"2019-01-20 00:00:00",Conventional,1.241988431,5494796.31,286104.47,3490058.23,20841.95,1619255.91,0.00,0.00,0.00,78535.75
Northeast,Weekly,"2019-01-27 00:00:00",Conventional,1.307029196,4190892.91,230183.88,2687110.16,19050.86,1184864.77,0.00,0.00,0.00,69683.24
Northeast,Weekly,"2019-02-03 00:00:00",Conventional,1.164729652,6822710.98,305312.54,5098909.37,56433.74,1249688.26,0.00,0.00,0.00,112367.08
Northeast,Weekly,"2019-02-10 00:00:00",Conventional,1.116619864,5440057.44,267783.51,3788080.16,31339.74,1290543.88,0.00,0.00,0.00,62310.15
Northeast,Weekly,"2019-02-17 00:00:00",Conventional,1.233720224,4319201.26,230002.91,2868860.49,23204.40,1138363.20,0.00,0.00,0.00,58770.25
Northeast,Weekly,"2019-02-24 00:00:00",Conventional,1.249770864,4500494.34,263279.38,3055324.83,21779.80,1069232.58,0.00,0.00,0.00,90877.75
Northeast,Weekly,"2019-03-03 00:00:00",Conventional,1.285603145,4551534.66,242718.54,3080290.46,23774.30,1140617.51,0.00,0.00,0.00,64133.85
Northeast,Weekly,"2019-03-10 00:00:00",Conventional,1.205867374,5343241.03,244841.72,3858358.69,32938.18,1151358.52,0.00,0.00,0.00,55743.92
Northeast,Weekly,"2019-03-17 00:00:00",Conventional,1.273942551,4633701.23,233764.33,2943386.57,24399.61,1371661.73,0.00,0.00,0.00,60489.00
Northeast,Weekly,"2019-03-24 00:00:00",Conventional,1.253728084,6020568.55,272201.78,4325193.60,40338.99,1284427.17,0.00,0.00,0.00,98407.02
Northeast,Weekly,"2019-03-31 00:00:00",Conventional,1.279969050,4568962.34,248326.47,2814239.53,21915.70,1409121.43,0.00,0.00,0.00,75359.21
Northeast,Weekly,"2019-04-07 00:00:00",Conventional,1.253527535,5238622.40,329120.15,3483571.80,30888.32,1312021.08,0.00,0.00,0.00,83021.05
Northeast,Weekly,"2019-04-14 00:00:00",Conventional,1.216524080,5382626.60,241711.15,3914788.12,29850.29,1137118.52,0.00,0.00,0.00,59158.54
Northeast,Weekly,"2019-04-21 00:00:00",Conventional,1.616392121,3817851.40,235465.45,2352719.45,29645.12,1150673.74,0.00,0.00,0.00,49347.63
Northeast,Weekly,"2019-04-28 00:00:00",Conventional,1.603740404,3616021.92,246813.40,2359304.68,26007.74,930132.23,0.00,0.00,0.00,53763.86
Northeast,Weekly,"2019-05-05 00:00:00",Conventional,1.514486976,5258017.95,306952.41,3719365.88,38039.95,1081763.70,0.00,0.00,0.00,111896.01
Northeast,Weekly,"2019-05-12 00:00:00",Conventional,1.587951603,4986183.49,258032.98,3411460.26,29274.50,1206247.88,0.00,0.00,0.00,81167.86
Northeast,Weekly,"2019-05-19 00:00:00",Conventional,1.601864662,4378181.82,206842.14,2938544.07,24347.59,1141161.85,0.00,0.00,0.00,67286.17
Northeast,Weekly,"2019-05-26 00:00:00",Conventional,1.623609140,4598313.07,221438.09,3093886.40,23558.61,1188569.08,0.00,0.00,0.00,70860.88
Northeast,Weekly,"2019-06-02 00:00:00",Conventional,1.616981977,4460845.55,212437.61,3063185.34,27037.97,1101114.15,0.00,0.00,0.00,57070.49
Northeast,Weekly,"2019-06-09 00:00:00",Conventional,1.582997969,4670584.38,228416.82,3183682.09,25231.40,1151669.06,0.00,0.00,0.00,81585.02
Northeast,Weekly,"2019-06-16 00:00:00",Conventional,1.507469070,4681101.33,213187.77,3238006.01,24379.01,1111508.66,0.00,0.00,0.00,94019.88
Northeast,Weekly,"2019-06-23 00:00:00",Conventional,1.583515915,4199090.95,189463.50,2778101.11,55283.09,1073444.88,0.00,0.00,0.00,102798.36
Northeast,Weekly,"2019-06-30 00:00:00",Conventional,1.518762461,4387690.28,179848.87,2907586.80,65352.66,1133959.23,0.00,0.00,0.00,100942.73
Northeast,Weekly,"2019-07-07 00:00:00",Conventional,1.583174919,4665589.16,188915.78,3186663.32,24189.24,1166538.41,0.00,0.00,0.00,99282.42
Northeast,Weekly,"2019-07-14 00:00:00",Conventional,1.546477073,4216033.32,189994.29,2853949.08,24836.58,1049149.95,0.00,0.00,0.00,98103.42
Northeast,Weekly,"2019-07-21 00:00:00",Conventional,1.632378326,3928835.17,198374.02,2640339.59,21107.52,993759.74,0.00,0.00,0.00,75254.30
Northeast,Weekly,"2019-07-28 00:00:00",Conventional,1.642712857,3945227.95,198872.54,2620727.99,75020.95,971050.72,0.00,0.00,0.00,79555.75
Northeast,Weekly,"2019-08-04 00:00:00",Conventional,1.624376190,3991759.25,185633.62,2590146.51,126172.74,999273.76,0.00,0.00,0.00,90532.62
Northeast,Weekly,"2019-08-11 00:00:00",Conventional,1.596819038,4033995.85,183064.38,2541224.52,125671.48,1103730.13,0.00,0.00,0.00,80305.34
Northeast,Weekly,"2019-08-18 00:00:00",Conventional,1.521049491,4384921.45,238171.84,2934358.88,105018.09,1033351.19,0.00,0.00,0.00,74021.44
Northeast,Weekly,"2019-08-25 00:00:00",Conventional,1.496973544,4030327.88,228163.06,2597505.55,138479.36,998072.00,0.00,0.00,0.00,68107.91
Northeast,Weekly,"2019-09-01 00:00:00",Conventional,1.529426190,4603589.35,230775.00,3284288.88,64215.81,939241.97,0.00,0.00,0.00,85067.69
Northeast,Weekly,"2019-09-08 00:00:00",Conventional,1.532965903,4446135.76,241952.62,3065103.59,69668.71,980542.85,0.00,0.00,0.00,88867.99
Northeast,Weekly,"2019-09-15 00:00:00",Conventional,1.530348393,3969102.84,236276.73,2727378.50,23483.76,857715.26,0.00,0.00,0.00,124248.58
Northeast,Weekly,"2019-09-22 00:00:00",Conventional,1.473827064,3932795.56,189943.14,2699153.85,21502.65,901908.92,0.00,0.00,0.00,120287.00
Northeast,Weekly,"2019-09-29 00:00:00",Conventional,1.447397080,4195255.49,219261.96,2987057.50,17232.03,802679.86,0.00,0.00,0.00,169024.15
Northeast,Weekly,"2019-10-06 00:00:00",Conventional,1.390581537,4172266.31,193332.49,2731133.88,12442.25,1131929.72,0.00,0.00,0.00,103427.97
Northeast,Weekly,"2019-10-13 00:00:00",Conventional,1.447475192,4372479.22,194818.64,3124173.60,11913.37,874256.36,0.00,0.00,0.00,167317.26
Northeast,Weekly,"2019-10-20 00:00:00",Conventional,1.326752521,4209316.91,197410.37,2629336.00,11341.20,1111474.87,0.00,0.00,0.00,259754.47
Northeast,Weekly,"2019-10-27 00:00:00",Conventional,1.408238164,3922359.44,201902.48,2476140.07,12288.01,1016350.28,0.00,0.00,0.00,215678.60
Northeast,Weekly,"2019-11-03 00:00:00",Conventional,1.359670488,3748062.43,174701.37,2219360.92,11943.18,1184330.90,0.00,0.00,0.00,157726.06
Northeast,Weekly,"2019-11-10 00:00:00",Conventional,1.297508186,4098487.66,213806.67,2611751.69,12581.53,1032714.34,0.00,0.00,0.00,227633.43
Northeast,Weekly,"2019-11-17 00:00:00",Conventional,1.312754197,4154243.39,175844.18,2711288.94,14620.09,1045355.26,0.00,0.00,0.00,207134.92
Northeast,Weekly,"2019-11-24 00:00:00",Conventional,1.281162697,4144985.18,186066.06,2811190.51,17044.01,943541.66,0.00,0.00,0.00,187142.95
Northeast,Weekly,"2019-12-01 00:00:00",Conventional,1.343814705,3482114.64,194766.99,2089874.92,9554.29,1019207.97,0.00,0.00,0.00,168710.47
Northeast,Weekly,"2019-12-08 00:00:00",Conventional,1.242470009,4275993.50,211397.13,2876573.75,17471.19,932071.74,0.00,0.00,0.00,238479.69
Northeast,Weekly,"2019-12-15 00:00:00",Conventional,1.276914449,3877849.90,191378.55,2383477.18,12051.63,1007833.10,0.00,0.00,0.00,283109.43
Northeast,Weekly,"2019-12-22 00:00:00",Conventional,1.368630492,3564966.51,197442.47,2176294.09,11622.34,960838.40,0.00,0.00,0.00,218769.20
Northeast,Weekly,"2019-12-29 00:00:00",Conventional,1.280710273,3654480.19,212022.55,2323841.29,10883.31,889938.57,0.00,0.00,0.00,217794.47
Plains,Weekly,"2019-01-07 00:00:00",Conventional,1.082642399,2078634.20,1040110.66,471602.71,24731.16,395142.37,0.00,0.00,0.00,147047.30
Plains,Weekly,"2019-01-13 00:00:00",Conventional,1.024001668,2254970.04,1100966.29,517157.96,29649.28,444816.96,0.00,0.00,0.00,162379.54
Plains,Weekly,"2019-01-20 00:00:00",Conventional,1.018587388,2270144.07,964664.63,638992.40,31393.80,470666.76,0.00,0.00,0.00,164426.48
Plains,Weekly,"2019-01-27 00:00:00",Conventional,1.071944853,2101377.47,906549.60,536706.63,31339.46,468642.69,0.00,0.00,0.00,158139.10
Plains,Weekly,"2019-02-03 00:00:00",Conventional,0.877923291,2854456.70,1313592.70,796791.28,47386.78,447860.83,0.00,0.00,0.00,248825.11
Plains,Weekly,"2019-02-10 00:00:00",Conventional,0.941948180,2194167.21,995789.76,554849.44,31126.20,440267.47,0.00,0.00,0.00,172134.35
Plains,Weekly,"2019-02-17 00:00:00",Conventional,1.022279322,1992844.43,973430.22,438563.39,24073.10,400310.58,0.00,0.00,0.00,156467.14
Plains,Weekly,"2019-02-24 00:00:00",Conventional,1.043883127,2070262.22,976557.02,481343.14,29766.95,425106.37,0.00,0.00,0.00,157488.74
Plains,Weekly,"2019-03-03 00:00:00",Conventional,1.099398738,1969134.41,863851.99,504917.38,26330.96,436391.03,0.00,0.00,0.00,137643.04
Plains,Weekly,"2019-03-10 00:00:00",Conventional,1.025855365,2160367.91,986096.43,534012.42,34131.33,424701.15,0.00,0.00,0.00,181426.59
Plains,Weekly,"2019-03-17 00:00:00",Conventional,0.982623257,2200627.14,994860.78,550710.64,26259.84,429684.31,0.00,0.00,0.00,199111.57
Plains,Weekly,"2019-03-24 00:00:00",Conventional,0.968240631,2270643.75,1034484.88,567509.44,34014.27,440720.24,0.00,0.00,0.00,193914.92
Plains,Weekly,"2019-03-31 00:00:00",Conventional,0.987987263,2207931.99,1040690.13,471055.28,31748.35,449078.06,0.00,0.00,0.00,215360.16
Plains,Weekly,"2019-04-07 00:00:00",Conventional,1.073424917,2096896.37,960164.16,441074.81,42654.51,455643.21,0.00,0.00,0.00,197359.69
Plains,Weekly,"2019-04-14 00:00:00",Conventional,1.163244155,2006875.42,964227.03,406293.68,30173.72,398824.34,0.00,0.00,0.00,207356.66
Plains,Weekly,"2019-04-21 00:00:00",Conventional,1.324368197,1823395.23,802096.36,423019.73,29748.59,396922.70,0.00,0.00,0.00,171607.84
Plains,Weekly,"2019-04-28 00:00:00",Conventional,1.466650970,1507806.53,694019.50,344588.45,40102.97,300006.08,0.00,0.00,0.00,129089.52
Plains,Weekly,"2019-05-05 00:00:00",Conventional,1.285057285,2233767.62,1076480.61,520191.90,49480.34,352285.08,0.00,0.00,0.00,235329.69
Plains,Weekly,"2019-05-12 00:00:00",Conventional,1.279081724,2060873.72,957391.71,466611.18,36738.83,393206.62,0.00,0.00,0.00,206925.37
Plains,Weekly,"2019-05-19 00:00:00",Conventional,1.301565702,1857674.17,772678.25,442739.58,33361.55,403068.51,0.00,0.00,0.00,205826.27
Plains,Weekly,"2019-05-26 00:00:00",Conventional,1.275213097,1913803.43,859049.66,418595.38,26763.54,377844.01,0.00,0.00,0.00,231550.85
Plains,Weekly,"2019-06-02 00:00:00",Conventional,1.203243353,2031218.44,892253.83,496776.74,27086.30,376706.77,0.00,0.00,0.00,238394.81
Plains,Weekly,"2019-06-09 00:00:00",Conventional,1.223865523,1952291.06,828916.24,496854.60,24244.82,364374.49,0.00,0.00,0.00,237900.92
Plains,Weekly,"2019-06-16 00:00:00",Conventional,1.317466136,1776742.99,728411.22,482214.70,22864.13,334867.96,0.00,0.00,0.00,208384.98
Plains,Weekly,"2019-06-23 00:00:00",Conventional,1.235987695,1944893.31,825384.77,467586.63,21751.42,366021.14,0.00,0.00,0.00,264149.35
Plains,Weekly,"2019-06-30 00:00:00",Conventional,1.310713948,1901130.25,797656.83,432731.87,25607.15,427270.02,0.00,0.00,0.00,217864.38
Plains,Weekly,"2019-07-07 00:00:00",Conventional,1.456692726,1868938.26,718884.94,490105.52,23863.67,449344.52,0.00,0.00,0.00,186739.61
Plains,Weekly,"2019-07-14 00:00:00",Conventional,1.495628847,1627656.37,582709.44,415677.38,23835.67,452080.13,0.00,0.00,0.00,153353.76
Plains,Weekly,"2019-07-21 00:00:00",Conventional,1.502359643,1592243.42,587434.00,425013.65,23033.04,393712.58,0.00,0.00,0.00,163050.15
Plains,Weekly,"2019-07-28 00:00:00",Conventional,1.480627563,1589412.28,610131.73,431984.97,20185.95,360465.88,0.00,0.00,0.00,166643.75
Plains,Weekly,"2019-08-04 00:00:00",Conventional,1.424817352,1569927.36,618547.78,394506.10,23554.98,362554.33,0.00,0.00,0.00,170764.18
Plains,Weekly,"2019-08-11 00:00:00",Conventional,1.407831099,1535322.13,586854.21,359691.74,22322.60,372804.22,0.00,0.00,0.00,193649.36
Plains,Weekly,"2019-08-18 00:00:00",Conventional,1.428769589,1526819.23,583926.98,369128.58,20969.27,370790.12,0.00,0.00,0.00,182004.28
Plains,Weekly,"2019-08-25 00:00:00",Conventional,1.398295602,1503724.52,616273.94,326995.52,19741.05,363444.32,0.00,0.00,0.00,177269.68
Plains,Weekly,"2019-09-01 00:00:00",Conventional,1.374153810,1557931.09,633476.96,380774.14,20165.54,341776.32,0.00,0.00,0.00,181738.14
Plains,Weekly,"2019-09-08 00:00:00",Conventional,1.321378649,1664867.58,675876.46,427723.54,18237.82,343950.73,0.00,0.00,0.00,199079.03
Plains,Weekly,"2019-09-15 00:00:00",Conventional,1.313070826,1587676.44,660531.75,343375.22,17661.57,338010.41,0.00,0.00,0.00,228097.49
Plains,Weekly,"2019-09-22 00:00:00",Conventional,1.276188579,1633658.24,626682.32,421869.45,18756.24,346378.68,0.00,0.00,0.00,219971.55
Plains,Weekly,"2019-09-29 00:00:00",Conventional,1.287982643,1525619.51,595743.30,395416.27,16679.14,329987.79,0.00,0.00,0.00,187793.02
Plains,Weekly,"2019-10-06 00:00:00",Conventional,1.273487987,1492423.90,586222.93,311577.65,17090.63,365730.44,0.00,0.00,0.00,211802.25
Plains,Weekly,"2019-10-13 00:00:00",Conventional,1.150527457,1663270.85,616731.64,493802.92,15578.98,339442.33,0.00,0.00,0.00,197714.97
Plains,Weekly,"2019-10-20 00:00:00",Conventional,1.174007918,1491955.44,544896.74,428195.35,13516.29,330378.37,0.00,0.00,0.00,174968.69
Plains,Weekly,"2019-10-27 00:00:00",Conventional,1.097987520,1640810.49,650837.11,430611.68,14808.99,340798.29,0.00,0.00,0.00,203754.42
Plains,Weekly,"2019-11-03 00:00:00",Conventional,1.068692259,1613060.51,649965.86,425395.89,14213.30,326635.51,0.00,0.00,0.00,196849.95
Plains,Weekly,"2019-11-10 00:00:00",Conventional,1.140334440,1503983.62,595002.17,350922.88,14888.83,335492.18,0.00,0.00,0.00,207677.56
Plains,Weekly,"2019-11-17 00:00:00",Conventional,1.121442568,1453118.23,600935.52,309584.63,18261.94,314109.20,0.00,0.00,0.00,210226.95
Plains,Weekly,"2019-11-24 00:00:00",Conventional,1.125351801,1436431.92,562140.88,365387.95,14358.07,310673.17,0.00,0.00,0.00,183871.84
Plains,Weekly,"2019-12-01 00:00:00",Conventional,1.052967551,1451737.85,628304.46,331314.06,13076.69,301784.31,0.00,0.00,0.00,177258.33
Plains,Weekly,"2019-12-08 00:00:00",Conventional,1.030636267,1573952.57,680781.42,340926.71,15914.57,315609.93,0.00,0.00,0.00,220719.93
Plains,Weekly,"2019-12-15 00:00:00",Conventional,1.072026474,1508932.85,630424.87,340126.31,14809.22,325024.49,0.00,0.00,0.00,198547.97
Plains,Weekly,"2019-12-22 00:00:00",Conventional,1.105286110,1431252.47,560563.44,363137.50,10218.80,323230.31,0.00,0.00,0.00,174102.41
Plains,Weekly,"2019-12-29 00:00:00",Conventional,1.003157774,1634838.18,736665.35,367873.06,12268.79,304663.97,0.00,0.00,0.00,213367.02
"South Central",Weekly,"2019-01-07 00:00:00",Conventional,0.840955676,6286791.07,3414873.03,1057215.18,74905.52,812865.98,0.00,0.00,0.00,926931.36
"South Central",Weekly,"2019-01-13 00:00:00",Conventional,0.842279464,6697545.95,3599144.77,1234935.88,68841.30,900044.75,0.00,0.00,0.00,894579.25
"South Central",Weekly,"2019-01-20 00:00:00",Conventional,0.866962191,6611870.34,3470843.79,1139111.63,123563.13,1045813.05,0.00,0.00,0.00,832538.74
"South Central",Weekly,"2019-01-27 00:00:00",Conventional,0.834145589,6607935.31,3463629.81,1260586.83,87829.99,1040572.64,0.00,0.00,0.00,755316.04
"South Central",Weekly,"2019-02-03 00:00:00",Conventional,0.762335853,8011024.11,3393650.28,2147574.54,175752.05,1286099.05,0.00,0.00,0.00,1007948.20
"South Central",Weekly,"2019-02-10 00:00:00",Conventional,0.767411976,6581704.00,3609073.91,1040540.54,96407.57,1023448.99,0.00,0.00,0.00,812232.98
"South Central",Weekly,"2019-02-17 00:00:00",Conventional,0.806510990,6102300.61,3251371.69,1032425.53,235929.73,900900.63,0.00,0.00,0.00,681673.03
"South Central",Weekly,"2019-02-24 00:00:00",Conventional,0.805729784,6333741.93,3397280.21,842391.03,300814.27,1101258.29,0.00,0.00,0.00,691998.14
"South Central",Weekly,"2019-03-03 00:00:00",Conventional,0.826502017,6227619.21,3440409.70,990700.48,195095.45,1003389.77,0.00,0.00,0.00,598023.82
"South Central",Weekly,"2019-03-10 00:00:00",Conventional,0.782261154,6765613.00,3493247.28,823461.97,284872.39,1083469.15,0.00,0.00,0.00,1080562.22
"South Central",Weekly,"2019-03-17 00:00:00",Conventional,0.748648136,6650806.78,3499466.97,1003472.79,193611.27,1022226.22,0.00,0.00,0.00,932029.53
"South Central",Weekly,"2019-03-24 00:00:00",Conventional,0.823102731,6533170.19,3444420.06,816743.87,335356.63,1134772.42,0.00,0.00,0.00,801877.21
"South Central",Weekly,"2019-03-31 00:00:00",Conventional,0.797210757,6847326.15,3413844.12,1248458.98,282108.40,1018638.26,0.00,0.00,0.00,884276.39
"South Central",Weekly,"2019-04-07 00:00:00",Conventional,0.894158914,6367391.60,3226089.53,963752.17,215821.34,1119125.13,0.00,0.00,0.00,842603.43
"South Central",Weekly,"2019-04-14 00:00:00",Conventional,1.004055989,6125091.52,2984776.20,1112670.39,278932.03,896625.06,0.00,0.00,0.00,852087.85
"South Central",Weekly,"2019-04-21 00:00:00",Conventional,1.119621676,5870332.09,2901035.15,1094949.23,223403.24,875599.63,0.00,0.00,0.00,775344.84
"South Central",Weekly,"2019-04-28 00:00:00",Conventional,1.151307204,5287218.09,2956576.37,856875.71,132666.66,765470.54,0.00,0.00,0.00,575628.81
"South Central",Weekly,"2019-05-05 00:00:00",Conventional,1.075698083,6371212.53,3279322.16,1216024.23,116934.78,939503.74,0.00,0.00,0.00,819427.62
"South Central",Weekly,"2019-05-12 00:00:00",Conventional,0.996664279,6311546.98,3307582.06,1100614.96,101048.10,934926.90,0.00,0.00,0.00,867374.95
"South Central",Weekly,"2019-05-19 00:00:00",Conventional,1.033962935,5501510.05,2903292.47,906671.64,90915.29,955185.68,0.00,0.00,0.00,645444.98
"South Central",Weekly,"2019-05-26 00:00:00",Conventional,1.069134555,5635088.04,2790998.51,975657.53,98870.93,1031317.09,0.00,0.00,0.00,738243.98
"South Central",Weekly,"2019-06-02 00:00:00",Conventional,1.101955324,5555912.06,2448172.85,1142976.23,90736.11,904283.05,0.00,0.00,0.00,969743.83
"South Central",Weekly,"2019-06-09 00:00:00",Conventional,1.136482352,5531981.25,2385905.83,1225417.13,89678.31,924741.92,0.00,0.00,0.00,906238.05
"South Central",Weekly,"2019-06-16 00:00:00",Conventional,1.191856245,5172421.22,2497029.18,964161.96,76700.73,894322.09,0.00,0.00,0.00,740207.26
"South Central",Weekly,"2019-06-23 00:00:00",Conventional,1.163796404,5481338.34,2459566.32,1139043.24,87015.51,912045.13,0.00,0.00,0.00,883668.14
"South Central",Weekly,"2019-06-30 00:00:00",Conventional,1.241967331,5115310.31,2120646.65,1204937.59,84614.33,1012200.58,0.00,0.00,0.00,692911.15
"South Central",Weekly,"2019-07-07 00:00:00",Conventional,1.366445728,5055901.84,2257062.41,1115106.43,127622.02,1059931.44,0.00,0.00,0.00,496179.55
"South Central",Weekly,"2019-07-14 00:00:00",Conventional,1.363599522,4604491.24,2178108.25,838181.46,78752.41,1102035.45,0.00,0.00,0.00,407413.66
"South Central",Weekly,"2019-07-21 00:00:00",Conventional,1.310974701,4364058.70,2118595.38,781739.84,77836.27,872405.60,0.00,0.00,0.00,513481.60
"South Central",Weekly,"2019-07-28 00:00:00",Conventional,1.276725121,4585111.02,2344311.00,704387.64,122966.61,794082.28,0.00,0.00,0.00,619363.49
"South Central",Weekly,"2019-08-04 00:00:00",Conventional,1.241709006,4707607.98,2274678.48,775895.01,81345.25,912056.86,0.00,0.00,0.00,663632.38
"South Central",Weekly,"2019-08-11 00:00:00",Conventional,1.181011998,4885958.94,2205214.53,670136.65,80049.82,1205386.85,0.00,0.00,0.00,725171.10
"South Central",Weekly,"2019-08-18 00:00:00",Conventional,1.207559908,4845324.23,2263252.73,797148.72,106790.96,932404.48,0.00,0.00,0.00,745727.34
"South Central",Weekly,"2019-08-25 00:00:00",Conventional,0.984241864,6150788.49,3293898.76,661473.96,75790.97,1164163.63,0.00,0.00,0.00,955461.18
"South Central",Weekly,"2019-09-01 00:00:00",Conventional,1.047636892,5215139.03,2595390.08,635195.83,112550.44,905746.05,0.00,0.00,0.00,966256.62
"South Central",Weekly,"2019-09-08 00:00:00",Conventional,1.051728298,5339438.63,2872252.44,691443.09,82452.47,861893.86,0.00,0.00,0.00,831396.78
"South Central",Weekly,"2019-09-15 00:00:00",Conventional,1.074410942,5374932.73,2409009.88,1008103.15,75170.97,998621.08,0.00,0.00,0.00,884027.65
"South Central",Weekly,"2019-09-22 00:00:00",Conventional,1.039163032,5149822.76,2288641.36,1092068.40,79106.03,879436.34,0.00,0.00,0.00,810570.63
"South Central",Weekly,"2019-09-29 00:00:00",Conventional,1.041296158,4945132.60,2293847.94,878364.13,135281.29,961455.67,0.00,0.00,0.00,676183.58
"South Central",Weekly,"2019-10-06 00:00:00",Conventional,1.012614911,5445206.97,2436166.50,803398.33,228781.65,1067549.90,0.00,0.00,0.00,909310.59
"South Central",Weekly,"2019-10-13 00:00:00",Conventional,0.985791250,5475453.52,2494251.68,952955.01,263524.53,972562.72,0.00,0.00,0.00,792159.58
"South Central",Weekly,"2019-10-20 00:00:00",Conventional,0.909833094,5183092.63,2404306.27,985966.48,102886.85,990719.53,0.00,0.00,0.00,699213.50
